customer_id,customer_name,email,phone,city,province,segment,signup_date
590,Liam Botha,customer590@example.co.za,0797169672,Durban,KwaZulu-Natal,Small Business,2023-02-01
591,Liam van Wyk,customer591@example.co.za,0792249382,Gqeberha,Eastern Cape,Small Business,2022-12-22
592,Naledi Adams,customer592@example.co.za,0828189168,Mbombela,Mpumalanga,Corporate,2025-02-13
593,Anele van Wyk,customer593@example.co.za,0785278461,Gqeberha,Eastern Cape,Retail,2023-11-08
594,Anele Ndlovu,customer594@example.co.za,0836412833,East London,Eastern Cape,Retail,2023-09-09
595,Bongani Naidoo,customer595@example.co.za,0716332789,East London,Eastern Cape,Small Business,2023-01-12
596,Sipho van Wyk,customer596@example.co.za,0767768215,Mbombela,Mpumalanga,Retail,2023-12-17
597,Zanele Maseko,customer597@example.co.za,0847053183,Durban,KwaZulu-Natal,Corporate,2023-03-24
598,Amahle Mokoena,customer598@example.co.za,0826805039,Kimberley,Northern Cape,Wholesale,2023-05-08
599,Sibusiso Ndlovu,customer599@example.co.za,0796384429,Kimberley,Northern Cape,Wholesale,2022-08-21
600,Nomsa Smith,customer600@example.co.za,0829671603,Polokwane,Limpopo,Corporate,2024-11-19
601,Liam Mahlangu,customer601@example.co.za,0825973336,Mbombela,Mpumalanga,Small Business,2023-10-19
602,Sipho Jacobs,customer602@example.co.za,0839945709,Mbombela,Mpumalanga,Retail,2022-05-15
603,Zanele Daniels,customer603@example.co.za,0712743602,Durban,KwaZulu-Natal,Small Business,2025-01-06
604,Sipho Dlamini,customer604@example.co.za,0828704520,Polokwane,Limpopo,Corporate,2022-03-19
605,Sipho Ndlovu,customer605@example.co.za,0835226314,Johannesburg,Gauteng,Retail,2025-03-23
606,Nomsa Daniels,customer606@example.co.za,0768568632,Durban,KwaZulu-Natal,Wholesale,2024-06-05
607,Thabo Adams,customer607@example.co.za,0792984841,Bloemfontein,Free State,Retail,2022-05-10
608,Lerato Naidoo,customer608@example.co.za,0849436204,Kimberley,Northern Cape,Retail,2023-08-17
609,Sipho Smith,customer609@example.co.za,0718342987,Gqeberha,Eastern Cape,Wholesale,2024-03-20
610,Amahle van Wyk,customer610@example.co.za,0784688734,Cape Town,Western Cape,Small Business,2024-03-11
611,Kagiso Dlamini,customer611@example.co.za,0847260091,Mbombela,Mpumalanga,Retail,2025-02-07
612,Anele Jacobs, customer612@example.co.za,0821084386,Mbombela,Mpumalanga,Wholesale,2025-01-05
613,Sipho Smith,customer613@example.co.za,0836768873,Mbombela,Mpumalanga,Small Business,2024-04-25
614,Anele van Wyk,customer614@example.co.za,0834704207,Mbombela,Mpumalanga,Corporate,2023-02-02
615,Mpho Ndlovu,customer615@example.co.za,0718738745,Johannesburg,Gauteng,Retail,2023-08-19
616,Nomsa Jacobs,customer616@example.co.za,0839173698,Johannesburg,Gauteng,Corporate,2024-01-02
617,Sibusiso Jacobs,customer617@example.co.za,0842171198,Pretoria,Gauteng,Small Business,2023-10-13
618,Liam Maseko,customer618@example.co.za,0786128383,East London,Eastern Cape,Small Business,2025-03-04
619,Bongani Maseko,customer619@example.co.za,0763829301,Kimberley,Northern Cape,Retail,2023-10-04
620,Sibusiso Daniels,customer620@example.co.za,0847031174,Durban,KwaZulu-Natal,Small Business,2023-11-11
621,Liam Nkosi,customer621@example.co.za,0846124966,East London,Eastern Cape,Wholesale,2025-02-03
622,Mpho Naidoo,customer622@example.co.za,0715707954,Johannesburg,Gauteng,Small Business,2025-01-08
623,Nomsa Naidoo,customer623@example.co.za,0792265001,Durban,KwaZulu-Natal,Retail,2024-11-04
624,Chantelle Pillay,customer624@example.co.za,0825372416,Cape Town,Western Cape,Wholesale,2022-11-01
625,Chantelle Botha,customer625@example.co.za,0715882155,Bloemfontein,Free State,Small Business,2024-08-09
626,Sipho Adams,customer626@example.co.za,0849424968,Mbombela,Mpumalanga,Retail,2023-05-05
627,Mpho Dlamini,customer627@example.co.za,0763671308,Kimberley,Northern Cape,Small Business,2025-03-05
628,Anele Mahlangu,customer628@example.co.za,0841678132,Kimberley,Northern Cape,Small Business,2024-09-25
629,Sipho Mthembu,customer629@example.co.za,0844926181,Durban,KwaZulu-Natal,Retail,2023-02-28
630,Bongani Adams,customer630@example.co.za,0768627651,Mbombela,Mpumalanga,Retail,2022-03-23
631,Naledi Mthembu,customer631@example.co.za,0715417710,Bloemfontein,Free State,Small Business,2024-02-11
632,Bongani Naidoo,customer632@example.co.za,0785220919,Polokwane,Limpopo,Wholesale,2023-04-02
633,Chantelle Mabena,customer633@example.co.za,0716788681,Mbombela,Mpumalanga,Wholesale,2024-09-14
634,Thabo Dlamini, customer634@example.co.za,0763778404,Kimberley,Northern Cape,Small Business,2022-06-07
635,Nomsa Pillay,customer635@example.co.za,0834135756,Mbombela,Mpumalanga,Small Business,2024-01-12
636,Naledi Botha,customer636@example.co.za,0766540252,Kimberley,Northern Cape,Retail,2024-09-13
637,Amahle Pillay,customer637@example.co.za,0783705263,East London,Eastern Cape,Wholesale,2022-02-15
638,Lerato Dlamini,customer638@example.co.za,0783703298,Durban,KwaZulu-Natal,Small Business,2024-11-15
639,Anele Ndlovu,customer639@example.co.za,0835332877,Cape Town,Western Cape,Small Business,2024-11-24
640,Thabo Smith,customer640@example.co.za,0824633834,Polokwane,Limpopo,Wholesale,2024-08-23
641,Mpho Botha,customer641@example.co.za,0717891524,East London,Eastern Cape,Small Business,2025-04-08
642,Nomsa van Wyk,customer642@example.co.za,0796749069,Pretoria,Gauteng,Wholesale,2022-05-21
643,Chantelle Adams,customer643@example.co.za,0832821504,Durban,KwaZulu-Natal,Retail,2023-02-19
644,Jason Dlamini,customer644@example.co.za,0782615622,Mbombela,Mpumalanga,Small Business,2024-09-01
645,Lerato Jacobs,customer645@example.co.za,0829090660,Kimberley,Northern Cape,Small Business,2025-01-09
646,Jason Daniels,customer646@example.co.za,0841728773,Cape Town,Western Cape,Wholesale,2023-04-15
647,Chantelle Mabena,customer647@example.co.za,0782639417,East London,Eastern Cape,Wholesale,2022-10-02
648,Amahle Botha,customer648@example.co.za,0712406225,Gqeberha,Eastern Cape,Corporate,2025-01-18
649,Nomsa Pillay,customer649@example.co.za,0821119354,Polokwane,Limpopo,Retail,2024-11-30
650,Chantelle Pillay,customer650@example.co.za,0796299951,Cape Town,Western Cape,Wholesale,2024-01-12
651,Anele Daniels,customer651@example.co.za,0795255251,Johannesburg,Gauteng,Corporate,2025-01-02
652,Bongani Mthembu,customer652@example.co.za,0797668174,Polokwane,Limpopo,Small Business,2024-04-26
653,Amahle van Wyk,customer653@example.co.za,0849116148,Mbombela,Mpumalanga,Corporate,2023-09-21
654,Bongani Adams,customer654@example.co.za,0793316405,Kimberley,Northern Cape,Retail,2023-04-16
655,Mpho Jacobs,customer655@example.co.za,0839528589,East London,Eastern Cape,Wholesale,2023-11-25
656,Lerato van Wyk,customer656@example.co.za,0761088762,Mbombela,Mpumalanga,Retail,2022-10-25
657,Jason Naidoo,customer657@example.co.za,0825413951,East London,Eastern Cape,Small Business,2024-01-30
658,Lerato Adams,customer658@example.co.za,0769741022,Johannesburg,Gauteng,Corporate,2022-04-28
659,Amahle Nkosi,customer659@example.co.za,0824384085,Pretoria,Gauteng,Corporate,2023-02-03
660,Sibusiso van Wyk,customer660@example.co.za,0791605005,Cape Town,Western Cape,Corporate,2023-05-05
661,Mpho Naidoo,customer661@example.co.za,0847701385,Cape Town,Western Cape,Corporate,2024-03-20
662,Zanele Mokoena,customer662@example.co.za,0792151205,Polokwane,Limpopo,Retail,2025-01-30
663,Bongani Mabena,customer663@example.co.za,0715639031,Gqeberha,Eastern Cape,Small Business,2023-02-03
664,Chantelle Mokoena,customer664@example.co.za,0843936596,East London,Eastern Cape,Wholesale,2024-11-02
665,Sipho Smith,customer665@example.co.za,0842963085,Johannesburg,Gauteng,Corporate,2025-01-06
666,Nomsa Nkosi,customer666@example.co.za,0769113963,Kimberley,Northern Cape,Small Business,2023-11-27
667,Liam Mokoena,customer667@example.co.za,0762950658,East London,Eastern Cape,Corporate,2022-05-19
668,Sibusiso Botha,customer668@example.co.za,0716297082,Polokwane,Limpopo,Wholesale,2023-12-25
669,Thabo Mthembu,customer669@example.co.za,0835819919,Mbombela,Mpumalanga,Retail,2024-03-28
670,Sipho van Wyk,customer670@example.co.za,0766265911,Bloemfontein,Free State,Corporate,2023-03-24
671,Nomsa van Wyk,customer671@example.co.za,0794190481,Kimberley,Northern Cape,Wholesale,2023-02-13
672,Sibusiso Mthembu,customer672@example.co.za,0834845464,Durban,KwaZulu-Natal,Small Business,2023-05-27
673,Bongani Dlamini, customer673@example.co.za,0712789949,Kimberley,Northern Cape,Retail,2022-06-10
674,Thabo Ndlovu,customer674@example.co.za,0719091518,East London,Eastern Cape,Corporate,2023-10-08
675,Nomsa Mahlangu,customer675@example.co.za,0839575399,East London,Eastern Cape,Corporate,2024-03-25
676,Anele Ndlovu,customer676@example.co.za,0788099712,Durban,KwaZulu-Natal,Wholesale,2025-01-12
677,Bongani Adams,customer677@example.co.za,0713932663,Cape Town,Western Cape,Wholesale,2022-09-04
678,Liam Maseko,customer678@example.co.za,0791141240,Mbombela,Mpumalanga,Retail,2023-03-08
679,Naledi Maseko,customer679@example.co.za,0845357055,Polokwane,Limpopo,Small Business,2025-01-28
680,Sibusiso Mthembu,customer680@example.co.za,0766756203,Gqeberha,Eastern Cape,Corporate,2023-01-12
681,Jason Pillay,customer681@example.co.za,0767246319,East London,Eastern Cape,Corporate,2024-03-31
682,Liam van Wyk,customer682@example.co.za,0783200150,Gqeberha,Eastern Cape,Small Business,2022-07-24
683,Sibusiso Daniels,customer683@example.co.za,0717390162,Gqeberha,Eastern Cape,Small Business,2022-10-26
684,Amahle Mokoena,customer684@example.co.za,0838071943,Pretoria,Gauteng,Wholesale,2022-10-03
685,Ayanda Mahlangu,customer685@example.co.za,0845210645,Mbombela,Mpumalanga,Retail,2024-03-26
686,Mpho Ndlovu,customer686@example.co.za,0835266272,Johannesburg,Gauteng,Wholesale,2022-07-17
687,Ayanda Mthembu,customer687@example.co.za,0847044941,East London,Eastern Cape,Corporate,2023-12-06
688,Jason Jacobs,customer688@example.co.za,0844337963,Cape Town,Western Cape,Small Business,2023-08-06
689,Ayanda Mahlangu,customer689@example.co.za,0718498243,Bloemfontein,Free State,Retail,2024-02-20
690,Kagiso Nkosi,customer690@example.co.za,0793430151,Kimberley,Northern Cape,Small Business,2023-11-22
691,Chantelle Naidoo,customer691@example.co.za,0823717900,Polokwane,Limpopo,Corporate,2023-04-13
692,Ayanda Smith,customer692@example.co.za,0795487442,Bloemfontein,Free State,Wholesale,2023-07-10
693,Bongani Nkosi,customer693@example.co.za,0763807132,East London,Eastern Cape,Small Business,2022-02-17
694,Sibusiso Mthembu,customer694@example.co.za,0792343263,Pretoria,Gauteng,Small Business,2022-12-08
695,Naledi Jacobs,customer695@example.co.za,0828938740,Polokwane,Limpopo,Retail,2022-02-23
696,Sipho Jacobs,customer696@example.co.za,0843605071,Polokwane,Limpopo,Retail,2024-03-09
697,Sibusiso Botha,customer697@example.co.za,0795767670,Gqeberha,Eastern Cape,Wholesale,2022-09-16
698,Mpho Mokoena,customer698@example.co.za,0826986802,Pretoria,Gauteng,Corporate,2024-09-02
699,Nomsa Nkosi,customer699@example.co.za,0833970181,East London,Eastern Cape,Wholesale,2025-03-01
700,Kagiso Mabena,customer700@example.co.za,0764810582,Polokwane,Limpopo,Retail,2024-06-23
701,Bongani Daniels,customer701@example.co.za,0843612506,Gqeberha,Eastern Cape,Corporate,2022-01-22
702,Anele Mabena,customer702@example.co.za,0848871835,Cape Town,Western Cape,Retail,2024-10-04
703,Kagiso Mokoena,customer703@example.co.za,0718221506,East London,Eastern Cape,Corporate,2023-04-19
704,Bongani Pillay,customer704@example.co.za,0768333427,Cape Town,Western Cape,Wholesale,2023-05-27
705,Chantelle Adams,customer705@example.co.za,0835412076,Pretoria,Gauteng,Retail,2024-05-14
706,Nomsa Smith,customer706@example.co.za,0799924543,Durban,KwaZulu-Natal,Corporate,2024-04-25
707,Sipho van Wyk,customer707@example.co.za,0835858602,Durban,KwaZulu-Natal,Retail,2024-07-21
708,Liam Mthembu,customer708@example.co.za,0799254323,Kimberley,Northern Cape,Small Business,2023-10-19
709,Anele Ndlovu,customer709@example.co.za,0781371294,Cape Town,Western Cape,Small Business,2022-07-29
710,Nomsa Dlamini,customer710@example.co.za,0798355410,Gqeberha,Eastern Cape,Retail,2023-04-22
711,Anele Mokoena,customer711@example.co.za,0764643811,Johannesburg,Gauteng,Corporate,2024-05-10
712,Amahle Mabena,customer712@example.co.za,0761532460,Gqeberha,Eastern Cape,Corporate,2022-06-14
713,Lerato Mthembu,customer713@example.co.za,0717583744,Pretoria,Gauteng,Retail,2025-01-17
714,Mpho Pillay,customer714@example.co.za,0715195637,East London,Eastern Cape,Wholesale,2022-01-26
715,Sibusiso Adams,customer715@example.co.za,0718431651,Johannesburg,GAUTENG,Small Business,2022-03-10
716,Liam Jacobs,customer716@example.co.za,0784497162,Durban,KwaZulu-Natal,Wholesale,2024-03-07
717,Ayanda van Wyk,customer717@example.co.za,0791707762,Gqeberha,Eastern Cape,Retail,2023-06-03
718,Kagiso Pillay,customer718@example.co.za,0841873883,East London,Eastern Cape,Small Business,2022-08-20
719,Jason Maseko,customer719@example.co.za,0823807840,Durban,KwaZulu-Natal,Corporate,2025-04-12
720,Chantelle Botha,customer720@example.co.za,0821704531,Johannesburg,Gauteng,Wholesale,2022-11-14
721,Sipho Botha,customer721@example.co.za,0839387252,Bloemfontein,Free State,Retail,2023-11-25
722,Lerato Mabena,customer722@example.co.za,0793582322,Cape Town,Western Cape,Retail,2022-09-15
723,Sibusiso Maseko,customer723@example.co.za,0786827024,East London,Eastern Cape,Wholesale,2023-01-31
724,Chantelle Mabena,customer724@example.co.za,0793260430,Cape Town,Western Cape,Corporate,2022-03-22
725,Liam Smith,customer725@example.co.za,0789222379,East London,Eastern Cape,Small Business,2025-03-06
726,Bongani Maseko,customer726@example.co.za,0798858359,Pretoria,Gauteng,Corporate,2025-02-09
727,Sipho Dlamini,customer727@example.co.za,0765960564,Pretoria,Gauteng,Corporate,2025-01-14
728,Liam Mokoena, customer728@example.co.za,0719488562,Bloemfontein,Free State,Wholesale,2023-01-15
729,Bongani Botha,customer729@example.co.za,0842062698,Cape Town,Western Cape,Wholesale,2023-01-24
730,Amahle Dlamini,customer730@example.co.za,0785750117,Mbombela,Mpumalanga,Corporate,2024-04-19
731,Naledi Jacobs,customer731@example.co.za,0782118702,Bloemfontein,Free State,Retail,2022-09-23
732,Lerato Pillay,customer732@example.co.za,0829143162,Pretoria,Gauteng,Small Business,2022-07-22
733,Chantelle Mahlangu,customer733@example.co.za,0785293936,Cape Town,Western Cape,Retail,2024-01-21
734,Sipho Mokoena,customer734@example.co.za,0839244416,Durban,KwaZulu-Natal,Retail,2024-08-16
735,Bongani Daniels,customer735@example.co.za,0717191944,Cape Town,Western Cape,Retail,2023-06-29
736,Lerato Naidoo,customer736@example.co.za,0716098672,Mbombela,Mpumalanga,Retail,2023-03-19
737,Naledi Jacobs,customer737@example.co.za,0794875838,Mbombela,Mpumalanga,Wholesale,2023-01-24
738,Sibusiso van Wyk,customer738@example.co.za,0787965641,Durban,KwaZulu-Natal,Retail,2025-03-26
739,Liam Daniels,customer739@example.co.za,0823798595,Bloemfontein,Free State,Small Business,2025-01-31
740,Ayanda van Wyk,customer740@example.co.za,0788432510,Polokwane,Limpopo,Corporate,2023-10-08
741,Ayanda Mabena,customer741@example.co.za,0768224069,Mbombela,Mpumalanga,Corporate,2023-05-08
742,Zanele Adams,customer742@example.co.za,0715262908,Kimberley,Northern Cape,Corporate,2024-07-15
743,Chantelle Mokoena,customer743@example.co.za,0791581546,East London,Eastern Cape,Corporate,2022-02-03
744,Anele Smith,customer744@example.co.za,0826038767,Mbombela,Mpumalanga,Small Business,2023-03-16
745,Thabo Mthembu,customer745@example.co.za,0789577712,Bloemfontein,Free State,Small Business,2022-07-13
746,Liam Mabena,customer746@example.co.za,0833322104,Cape Town,Western Cape,Corporate,2024-01-22
747,Sibusiso Botha,customer747@example.co.za,0846038238,Kimberley,Northern Cape,Retail,2025-03-14
748,Zanele Naidoo,customer748@example.co.za,0796447428,Polokwane,Limpopo,Wholesale,2022-12-21
749,Naledi Smith,customer749@example.co.za,0827401281,East London,Eastern Cape,Retail,2022-04-25
750,Bongani Daniels,customer750@example.co.za,0763022334,Bloemfontein,Free State,Small Business,2022-01-24
751,Lerato Smith,customer751@example.co.za,0781690923,Polokwane,Limpopo,Corporate,2025-01-10
752,Anele Maseko,customer752@example.co.za,0784704361,Kimberley,Northern Cape,Small Business,2022-04-14
753,Liam Naidoo,customer753@example.co.za,0838246678,Polokwane,Limpopo,Corporate,2024-03-18
754,Anele Maseko,customer754@example.co.za,0828983516,Pretoria,Gauteng,Retail,2025-01-27
755,Nomsa Naidoo, customer755@example.co.za,0769419194,Polokwane,Limpopo,Wholesale,2022-09-25
756,Amahle Pillay,customer756@example.co.za,0767632348,Pretoria,Gauteng,Small Business,2025-02-23
757,Sibusiso Botha,customer757@example.co.za,0825467052,Kimberley,Northern Cape,Wholesale,2023-10-25
758,Sipho Jacobs,customer758@example.co.za,0797938755,Kimberley,Northern Cape,Wholesale,2024-01-19
759,Zanele Maseko,customer759@example.co.za,0841406123,Bloemfontein,Free State,Corporate,2022-12-13
760,Liam Dlamini,customer760@example.co.za,0761752920,Bloemfontein,Free State,Small Business,2023-02-13
761,Anele Naidoo,customer761@example.co.za,0821914996,Bloemfontein,Free State,Small Business,2022-10-30
762,Thabo Maseko,customer762@example.co.za,0792866934,Gqeberha,Eastern Cape,Corporate,2024-07-10
763,Thabo Maseko,customer763@example.co.za,0834554677,East London,Eastern Cape,Small Business,2025-01-24
764,Nomsa Mahlangu,customer764@example.co.za,0783371416,Mbombela,Mpumalanga,Retail,2024-02-11
765,Lerato Mthembu,customer765@example.co.za,0832008479,Kimberley,Northern Cape,Corporate,2023-02-16
766,Nomsa Ndlovu,customer766@example.co.za,0761139824,Kimberley,Northern Cape,Retail,2024-03-06
767,Bongani Jacobs,customer767@example.co.za,0825907261,Gqeberha,Eastern Cape,Wholesale,2023-04-19
768,Naledi Maseko,customer768@example.co.za,769918107,Polokwane,Limpopo,Retail,2023-01-17
769,Liam Mokoena,customer769@example.co.za,0825150551,Durban,KwaZulu-Natal,Corporate,2023-11-15
770,Chantelle van Wyk,customer770@example.co.za,0826818001,East London,Eastern Cape,Corporate,2023-12-29
771,Sibusiso Mthembu,customer771@example.co.za,0712040350,Gqeberha,Eastern Cape,Corporate,2024-03-03
772,Nomsa Botha,customer772@example.co.za,0836734220,Cape Town,Western Cape,Wholesale,2022-10-09
773,Chantelle Botha,customer773@example.co.za,0765032585,Johannesburg,Gauteng,Small Business,2024-05-23
774,Ayanda Nkosi,customer774@example.co.za,0783210769,Gqeberha,Eastern Cape,Small Business,2022-10-11
775,Zanele Dlamini,customer775@example.co.za,0849787997,Kimberley,Northern Cape,Small Business,2024-05-30
776,Mpho Maseko,customer776@example.co.za,0829941610,Pretoria,Gauteng,Retail,2023-01-13
777,Anele Mokoena,customer777@example.co.za,716346688,Bloemfontein,Free State,Wholesale,2024-04-22
778,Liam Mthembu,customer778@example.co.za,0834153002,Gqeberha,Eastern Cape,Retail,2022-09-27
779,Thabo Mthembu,customer779@example.co.za,0784874049,Pretoria,Gauteng,Small Business,2023-04-18
780,Bongani Naidoo,customer780@example.co.za,0798996058,Cape Town,Western Cape,Small Business,2024-10-25
781,Amahle Mabena,customer781@example.co.za,0837500504,Kimberley,Northern Cape,Wholesale,2024-08-28
782,Mpho Pillay,customer782@example.co.za,0831540722,Pretoria,Gauteng,Wholesale,2022-01-31
783,Jason Botha,customer783@example.co.za,0794402982,Gqeberha,Eastern Cape,Small Business,2022-05-16
784,Liam Mahlangu,customer784@example.co.za,0796450844,Pretoria,Gauteng,Wholesale,2023-05-21
785,Chantelle Ndlovu,customer785@example.co.za,0787381619,Polokwane,Limpopo,Corporate,2024-03-18
786,Lerato Jacobs,customer786@example.co.za,768665517,Kimberley,Northern Cape,Retail,2023-05-19
787,Chantelle Ndlovu,customer787@example.co.za,0787499457,Mbombela,Mpumalanga,Retail,2023-01-24
788,Liam Adams,customer788@example.co.za,0845796850,Gqeberha,Eastern Cape,Wholesale,2022-12-07
789,Kagiso Ndlovu,customer789@example.co.za,0799673311,Polokwane,Limpopo,Small Business,2024-08-07
790,Sipho Jacobs,customer790@example.co.za,0833270069,East London,Eastern Cape,Wholesale,2024-04-26
791,Liam Mokoena,customer791@example.co.za,0838611499,Bloemfontein,Free State,Small Business,2024-07-20
792,Nomsa Maseko,customer792@example.co.za,793751363,Johannesburg,Gauteng,Retail,2022-07-06
793,Liam Mabena,customer793@example.co.za,0829788196,Johannesburg,Gauteng,Wholesale,2024-11-13
794,Mpho Adams,customer794@example.co.za,0787385526,Kimberley,Northern Cape,Retail,2022-12-16
795,Anele van Wyk,customer795@example.co.za,0713426109,Bloemfontein,Free State,Small Business,2022-04-16
796,Kagiso Smith,customer796@example.co.za,0798486970,Polokwane,Limpopo,Corporate,2023-01-06
797,Anele Pillay,customer797@example.co.za,0825246497,Johannesburg,Gauteng,Retail,2024-07-28
798,Amahle Mokoena,customer798@example.co.za,0789278999,East London,Eastern Cape,Small Business,2023-03-21
799,Amahle Nkosi,customer799@example.co.za,0768413438,Kimberley,Northern Cape,Retail,2022-01-14
800,Nomsa Pillay,customer800@example.co.za,0824101100,Durban,KwaZulu-Natal,Small Business,2022-04-23
801,Lerato Dlamini,customer801@example.co.za,0711544120,Bloemfontein,Free State,Corporate,2023-11-10
802,Lerato Jacobs,customer802@example.co.za,0763990511,Johannesburg,Gauteng,Small Business,2023-08-06
803,Mpho Nkosi,customer803@example.co.za,0797042962,Kimberley,Northern Cape,Retail,2022-07-10
804,Ayanda Mabena,customer804@example.co.za,0762135258,Gqeberha,Eastern Cape,Wholesale,2025-02-01
805,Kagiso Mahlangu, customer805@example.co.za,0833047210,Johannesburg,Gauteng,Corporate,2023-11-06
806,Jason Pillay,customer806@example.co.za,0794507293,Mbombela,Mpumalanga,Retail,2022-08-12
807,Sipho Mahlangu,customer807@example.co.za,0795818203,Kimberley,Northern Cape,Wholesale,2023-10-11
808,Bongani Dlamini,customer808@example.co.za,0789328158,Gqeberha,Eastern Cape,Wholesale,2024-10-05
809,Sibusiso Smith,customer809@example.co.za,0831026523,Pretoria,Gauteng,Retail,2022-02-19
810,Naledi Pillay,customer810@example.co.za,0717956372,East London,Eastern Cape,Wholesale,2022-04-04
811,Bongani Pillay,customer811@example.co.za,0824375360,Bloemfontein,Free State,Corporate,2023-06-06
812,Kagiso Smith,customer812@example.co.za,0786434540,Johannesburg,Gauteng,Retail,2022-08-22
813,Ayanda Adams, customer813@example.co.za,0791488508,Bloemfontein,Free State,Small Business,2023-02-02
814,Ayanda Mahlangu,customer814@example.co.za,0761596568,Bloemfontein,Free State,Small Business,2024-09-13
815,Liam Maseko,customer815@example.co.za,0767944979,Pretoria,Gauteng,Retail,2024-12-03
816,Ayanda Mokoena,customer816@example.co.za,0836565326,Gqeberha,Eastern Cape,Corporate,2022-05-16
817,Nomsa Mokoena,customer817@example.co.za,0847295495,Pretoria,Gauteng,Small Business,2025-03-15
818,Chantelle van Wyk,customer818@example.co.za,0782960327,Kimberley,Northern Cape,Corporate,2023-10-07
819,Nomsa Daniels,customer819@example.co.za,0829339189,Cape Town,Western Cape,Small Business,2024-02-01
820,Kagiso Pillay,customer820@example.co.za,0786072059,East London,Eastern Cape,Small Business,2022-08-18
821,Lerato Pillay,customer821@example.co.za,0828445293,Bloemfontein,Free State,Retail,2024-09-15
822,Anele Pillay,customer822@example.co.za,0849111313,Mbombela,Mpumalanga,Corporate,2023-11-02
823,Naledi Dlamini,customer823@example.co.za,0831613249,Pretoria,Gauteng,Wholesale,2024-03-04
824,Naledi Mokoena,customer824@example.co.za,0841738700,Mbombela,Mpumalanga,Retail,2023-11-14
825,Lerato Jacobs,customer825@example.co.za,0786242557,East London,Eastern Cape,Retail,2025-03-28
826,Zanele Maseko,customer826@example.co.za,0834230379,Gqeberha,Eastern Cape,Corporate,2023-07-21
827,Ayanda Nkosi,customer827@example.co.za,0792973853,Mbombela,Mpumalanga,Corporate,2022-11-02
828,Nomsa Jacobs,customer828@example.co.za,0829624506,Pretoria,Gauteng,Retail,2023-02-28
829,Bongani Maseko,customer829@example.co.za,0843374929,Mbombela,Mpumalanga,Corporate,2025-03-21
830,Mpho Naidoo,customer830@example.co.za,0846683095,Durban,KwaZulu-Natal,Wholesale,2022-04-14
831,Thabo Mahlangu, customer831@example.co.za,0791846511,Pretoria,Gauteng,Retail,2024-02-25
832,Sipho Daniels,customer832@example.co.za,0764002836,Cape Town,Western Cape,Wholesale,2023-12-30
833,Ayanda Pillay,customer833@example.co.za,0799950391,Gqeberha,Eastern Cape,Retail,2024-08-11
834,Anele Naidoo,customer834@example.co.za,0718856366,Kimberley,Northern Cape,Retail,2024-07-22
835,Liam Mahlangu,customer835@example.co.za,0834754647,Gqeberha,Eastern Cape,Small Business,2023-06-13
836,Chantelle van Wyk,customer836@example.co.za,0796541983,Bloemfontein,Free State,Corporate,2024-07-17
837,Thabo Naidoo,customer837@example.co.za,0762893930,East London,Eastern Cape,Corporate,2024-09-07
838,Mpho Smith,customer838@example.co.za,0716848796,East London,Eastern Cape,Small Business,2024-11-06
839,Chantelle Jacobs,customer839@example.co.za,0842189907,Johannesburg,Gauteng,Corporate,2024-12-27
840,Chantelle Daniels,customer840@example.co.za,0835088457,East London,Eastern Cape,Small Business,2024-09-14
841,Sipho Maseko,customer841@example.co.za,0838233471,Polokwane,Limpopo,Wholesale,2025-03-07
842,Sibusiso van Wyk,customer842@example.co.za,0792306851,Bloemfontein,Free State,Wholesale,2022-08-23
843,Liam Maseko,customer843@example.co.za,0782638360,Kimberley,Northern Cape,Wholesale,2022-12-27
844,Chantelle Naidoo,customer844@example.co.za,0782824432,Gqeberha,Eastern Cape,Wholesale,2023-11-02
845,Lerato Naidoo,customer845@example.co.za,0833330636,East London,Eastern Cape,Retail,2022-10-28
846,Liam Smith,customer846@example.co.za,0768502096,Pretoria,Gauteng,Small Business,2023-02-26
847,Kagiso Smith,customer847@example.co.za,0766775801,Bloemfontein,Free State,Retail,2025-04-08
848,Chantelle Dlamini,customer848@example.co.za,0715935599,Cape Town,Western Cape,Retail,2024-01-27
849,Lerato Mokoena,customer849@example.co.za,0797027124,Mbombela,Mpumalanga,Retail,2023-08-01
850,Sibusiso Daniels,customer850@example.co.za,0797614724,Cape Town,Western Cape,Corporate,2024-02-23
851,Chantelle Daniels,customer851@example.co.za,0784543617,Polokwane,Limpopo,Small Business,2024-08-30
852,Zanele Adams,customer852@example.co.za,0717044627,Pretoria,GAUTENG,Wholesale,2022-11-12
853,Anele Dlamini,customer853@example.co.za,0822203698,Gqeberha,Eastern Cape,Retail,2022-10-22
854,Jason Dlamini,customer854@example.co.za,0823302174,East London,Eastern Cape,Wholesale,2024-07-22
855,Jason van Wyk,customer855@example.co.za,0769546564,Kimberley,Northern Cape,Wholesale,2025-02-04
856,Chantelle Mabena,customer856@example.co.za,0834117056,East London,Eastern Cape,Wholesale,2022-01-16
857,Amahle Botha,customer857@example.co.za,0799417612,Kimberley,Northern Cape,Corporate,2024-04-21
858,Bongani Ndlovu,customer858@example.co.za,0829107893,Mbombela,Mpumalanga,Corporate,2022-08-20
859,Amahle Naidoo,customer859@example.co.za,0839831661,Kimberley,Northern Cape,Corporate,2024-08-10
860,Sipho Naidoo,customer860@example.co.za,0838926422,Mbombela,Mpumalanga,Retail,2025-01-09
